代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率-动态,量比,最高,最低,今开,昨收,总市值,流通市值,市净率_x,60日涨跌幅,年初至今涨跌幅,市盈率TTM,现价,半年线,半年线乖离率,价格达标,价格数据日期,市盈率,市净率_y,市盈率10年分位,市净率10年分位,估值分位达标,估值数据日期,总市值_估值源,价格错误,估值错误,价格估值错误,数据状态,市净率,股息率,股息率达标,股息数据日期,股息错误,所属行业,行业错误,买入,卖出
600983,惠而浦,8.97,2.048,0.18,6562400.0,58134572.0,,,,,8.97,8.75,8.8,8.79,6874957829.999999,,,,,,8.97,10.26775,-12.63908840787903,True,2026-06-17,13.776385026737964,,6.275303643724696,73.40165934602246,True,2026-06-17,6874957829.999999,,,,沿用上一版：当前数据待补齐,2.235304812834225,3.232998885172797,True,2025-06-27,,未知,所属行业批量超时,8.97,8.98
601018,宁波港,3.34,0.602,0.02,43131254.0,143445299.0,,,,,3.35,3.29,3.32,3.32,64977657252.44679,,,,,,3.34,3.741,-10.719059075113602,True,2026-06-17,12.587180851063827,,0.7850834151128557,0.2944062806673209,True,2026-06-17,64977657252.44679,,,,沿用上一版：当前数据待补齐,0.7905851063829786,3.592814371257485,True,2026-05-25,,未知,所属行业批量超时,3.34,3.35
601038,XD一拖股,11.5,-0.947,-0.11,2689089.0,31002522.0,,,,,11.67,11.46,11.65,11.61,12921920662.711864,,,,,,11.5,13.566416666666669,-15.231853166827404,True,2026-06-17,15.296610169491531,,4.851425106124925,20.64039408866995,True,2026-06-17,12921920662.711864,,,,沿用上一版：当前数据待补齐,1.5677966101694918,4.9165217391304346,True,2026-06-17,,未知,所属行业批量超时,11.5,11.52
601065,江盐集团,7.23,-0.823,-0.06,2463400.0,17840942.0,,,,,7.31,7.2,7.3,7.29,4647271051.248492,,,,,,7.23,8.334750000000001,-13.254746693062192,True,2026-06-17,22.963317249698445,,97.10144927536231,0.1317523056653491,True,2026-06-17,4647271051.248492,,,,沿用上一版：当前数据待补齐,1.0291194209891437,3.042876901798064,True,2025-06-23,,未知,所属行业批量超时,7.23,7.24
601311,骆驼股份,8.25,-2.135,-0.18,12582986.0,104156937.0,,,,,8.39,8.21,8.35,8.43,9678455473.701632,,,,,,8.25,9.415166666666666,-12.375422633693857,True,2026-06-17,12.72785132382892,,3.0511811023622046,4.7736220472440944,True,2026-06-17,9678455473.701632,,,,沿用上一版：当前数据待补齐,0.9493380855397144,3.5151515151515147,True,2025-07-04,,未知,所属行业批量超时,8.25,8.26
601318,中国平安,52.76,-0.434,-0.23,65390576.0,3453554961.0,,,,,53.34,52.5,53.24,52.99,955359191656.4644,,,,,,52.76,61.32966666666666,-13.973117958138792,True,2026-06-17,7.1945454545454455,,4.105571847507331,17.008797653958943,True,2026-06-17,955359191656.4644,,,,沿用上一版：当前数据待补齐,0.93994671994672,8.188021228203185,True,2026-06-10,,未知,所属行业批量超时,52.76,52.79
601390,中国中铁,4.68,2.407,0.11,236001600.0,1094618074.0,,,,,4.74,4.54,4.57,4.57,115531518628.07857,,,,,,4.68,5.337000000000001,-12.310286677908955,True,2026-06-17,5.443143418467586,,49.1442542787286,0.4889975550122249,True,2026-06-17,115531518628.07857,,,,沿用上一版：当前数据待补齐,0.3585854616895869,5.555555555555556,True,2025-12-23,,未知,所属行业批量超时,4.68,4.69
601566,九牧王,9.24,-4.249,-0.41,11638700.0,108581282.0,,,,,9.59,9.21,9.56,9.65,5309647265.999997,,,,,,9.24,11.776833333333336,-21.54087827797514,True,2026-06-17,30.847773722627743,,63.39677891654466,26.35431918008785,True,2026-06-17,5309647265.999997,,,,沿用上一版：当前数据待补齐,1.2983211678832125,5.411255411255411,True,2026-06-04,,未知,所属行业批量超时,9.24,9.25
601567,三星电气,15.38,0.195,0.03,18296007.0,278334266.0,,,,,15.44,15.08,15.29,15.35,21612120572.000004,,,,,,15.38,23.364916666666662,-34.17481337760674,True,2026-06-17,22.699350583460213,,79.64860907759883,46.12005856515373,False,2026-06-17,21612120572.000004,,,,沿用上一版：当前数据待补齐,1.8493455098934544,4.096228868660598,True,2026-06-10,,未知,所属行业批量超时,15.37,15.38
601601,中国太保,32.19,-0.954,-0.31,50004454.0,1611494787.0,,,,,32.91,31.89,32.7,32.5,309678791436.88617,,,,,,32.19,39.08075,-17.632082291153583,True,2026-06-17,5.740113821138209,,0.537109375,10.7421875,True,2026-06-17,309678791436.88617,,,,沿用上一版：当前数据待补齐,0.9683170731707322,3.355079217148184,True,2025-07-18,,未知,所属行业批量超时,32.18,32.19
601686,友发集团,5.01,-1.378,-0.07,4373659.0,21955211.0,,,,,5.08,4.99,5.05,5.08,7372450670.758502,,,,,,5.01,5.862416666666666,-14.540363047093772,True,2026-06-17,10.898318425760287,,2.763256161314413,0.2987303958177745,True,2026-06-17,7372450670.758502,,,,沿用上一版：当前数据待补齐,1.1023792486583182,5.9880239520958085,True,2026-01-21,,未知,所属行业批量超时,5.01,5.03
601717,中创智领,17.85,-0.557,-0.1,19821469.0,353771851.0,,,,,18.02,17.72,17.94,17.95,31869388750.59793,,,,,,17.85,21.77925,-18.04125486414821,True,2026-06-17,7.774492594624241,,16.642264519277695,55.05124450951684,True,2026-06-17,31869388750.59793,,,,沿用上一版：当前数据待补齐,1.2729018102029623,6.274509803921567,True,2025-07-25,,未知,所属行业批量超时,17.85,17.86
601800,中国交建,6.39,3.566,0.22,124537159.0,781520692.0,,,,,6.53,6.05,6.16,6.17,103994976598.21304,,,,,,6.39,7.5955,-15.871239549733406,True,2026-06-17,7.769869565217387,,65.00732064421669,0.7808687164470474,True,2026-06-17,103994976598.21304,,,,沿用上一版：当前数据待补齐,0.3611739130434775,4.372613458528953,True,2026-01-09,,未知,所属行业批量超时,6.38,6.39
601801,皖新传媒,5.2,-0.574,-0.03,11637283.0,60335828.0,,,,,5.23,5.15,5.23,5.23,10181242432.655745,,,,,,5.2,6.349083333333334,-18.098413156754912,True,2026-06-17,13.579672131147548,,16.650390625,3.955078125,True,2026-06-17,10181242432.655745,,,,沿用上一版：当前数据待补齐,0.8354098360655731,3.8461538461538463,True,2026-01-09,,未知,所属行业批量超时,5.2,5.21
601811,新华文轩,11.72,-1.18,-0.14,2482000.0,29058183.0,,,,,11.86,11.61,11.86,11.86,14460616520.000002,,,,,,11.72,13.85925,-15.435539441167446,True,2026-06-17,9.232906976744186,,17.760236803157376,1.3813517513566849,True,2026-06-17,14460616520.000002,,,,沿用上一版：当前数据待补齐,0.9284011627906984,5.2047781569965865,True,2026-06-12,,未知,所属行业批量超时,11.72,11.73
601857,中国石油,9.77,-1.809,-0.18,140183385.0,1376442353.0,,,,,9.93,9.73,9.91,9.95,1788114953281.7195,,,,,,9.77,11.085166666666664,-11.864202913803712,True,2026-06-17,11.307544964028777,,46.9758064516129,72.61492832427089,False,2026-06-17,1788114953281.7195,,,,沿用上一版：当前数据待补齐,1.0982464028776977,4.810644831115661,True,2025-09-17,,未知,所属行业批量超时,9.77,9.78
601900,南方传媒,11.61,-1.443,-0.17,3609852.0,42011583.0,,,,,11.74,11.58,11.74,11.78,10239672791.026966,,,,,,11.61,13.499,-13.993629157715382,True,2026-06-17,10.007985725614592,,24.89019033674964,26.061493411420205,True,2026-06-17,10239672791.026966,,,,沿用上一版：当前数据待补齐,1.1232513877874706,4.737295434969854,True,2025-07-28,,未知,所属行业批量超时,11.61,11.62
601952,苏垦农发,8.24,-1.199,-0.1,6675404.0,55062539.0,,,,,8.35,8.22,8.34,8.34,11354720000.000002,,,,,,8.24,9.489833333333335,-13.170234812694304,True,2026-06-17,22.066873065015468,,64.78942213516162,2.007835455435848,True,2026-06-17,11354720000.000002,,,,沿用上一版：当前数据待补齐,1.607182662538699,3.2766990291262137,True,2025-10-17,,未知,所属行业批量超时,8.24,8.25
601992,金隅集团,1.5,-1.316,-0.02,32284848.0,48577043.0,,,,,1.52,1.5,1.52,1.52,16016656700.591722,,,,,,1.5,1.7895,-16.177703269069575,True,2026-06-17,634.0009252690359,,97.17114568599716,7.380254154447703,True,2026-06-17,16016656700.591722,,,,沿用上一版：当前数据待补齐,0.4082840236686385,3.333333333333333,True,2025-07-09,,未知,所属行业批量超时,1.5,1.51
603017,中衡设计,11.07,1.746,0.19,13627200.0,151157062.0,,,,,11.45,10.73,10.8,10.88,3057426543.397245,,,,,,11.07,12.958166666666669,-14.571248504803924,True,2026-06-17,62.86486518873576,,89.19977616116395,81.90335305719921,False,2026-06-17,3057426543.397245,,,,沿用上一版：当前数据待补齐,2.049508687837028,3.161698283649503,True,2026-06-11,,未知,所属行业批量超时,11.06,11.07
603027,千禾味业,7.74,-1.401,-0.11,8006660.0,62175201.0,,,,,7.87,7.74,7.84,7.85,10318390688.949488,,,,,,7.74,9.362666666666666,-17.331244659641122,True,2026-06-17,30.78626262626264,,32.25963884821864,0.4880429477794046,True,2026-06-17,10318390688.949488,,,,沿用上一版：当前数据待补齐,2.936161616161619,7.751937984496124,True,2025-10-23,,未知,所属行业批量超时,7.74,7.75
603035,常熟汽饰,11.08,-3.568,-0.41,7310804.0,81490258.0,,,,,11.47,10.96,11.45,11.49,4059125646.7266026,,,,,,11.08,14.289166666666668,-22.45873913804165,True,2026-06-17,12.29659543109802,,38.213762811127374,0.0488042947779404,True,2026-06-17,4059125646.7266026,,,,沿用上一版：当前数据待补齐,0.7511864406779664,4.601263537906138,True,2026-06-09,,未知,所属行业批量超时,11.08,11.09
603037,凯众股份,11.4,-2.23,-0.26,5203872.0,59524063.0,,,,,11.74,11.35,11.69,11.66,3042902820.0000014,,,,,,11.4,14.73525,-22.63449890568535,True,2026-06-17,43.10722070844688,,94.00785854616896,74.41060903732809,False,2026-06-17,3042902820.0000014,,,,沿用上一版：当前数据待补齐,3.05967302452316,4.824561403508772,True,2026-06-12,,未知,所属行业批量超时,11.4,11.41
603043,广州酒家,13.39,-2.334,-0.32,2687291.0,36236914.0,,,,,13.83,13.39,13.71,13.71,7615841078.994076,,,,,,13.39,16.28258333333333,-17.76489193463362,True,2026-06-17,15.549677419354843,,1.07369448511469,0.0488042947779404,True,2026-06-17,7615841078.994076,,,,沿用上一版：当前数据待补齐,1.904042132982227,3.734129947722181,True,2026-05-29,,未知,所属行业批量超时,13.38,13.39
603053,成都燃气,8.82,-1.782,-0.16,2237692.0,19773136.0,,,,,8.95,8.8,8.95,8.98,7840009800.000002,,,,,,8.82,9.855166666666666,-10.5037966548849,True,2026-06-17,16.724460431654673,,12.685125563425627,0.0643915003219575,True,2026-06-17,7840009800.000002,,,,沿用上一版：当前数据待补齐,1.5500719424460434,3.401360544217687,True,2025-07-07,,未知,所属行业批量超时,8.82,8.83
603062,麦加芯彩,41.4,-0.145,-0.06,415500.0,17151294.0,,,,,41.72,41.05,41.72,41.46,4471200000.0,,,,,,41.4,48.44624999999999,-14.544469386175384,True,2026-06-17,26.282022471910093,,66.18122977346277,34.46601941747573,False,2026-06-17,4471200000.0,,,,沿用上一版：当前数据待补齐,2.122331460674159,4.130434782608696,True,2026-05-15,,未知,所属行业批量超时,41.38,41.4
603096,新经典,15.0,-0.728,-0.11,1437020.0,21696048.0,,,,,15.35,14.87,15.26,15.11,2313519359.903384,,,,,,15.0,17.8645,-16.03459374737608,True,2026-06-15,31.626409017713367,,66.12586037364798,0.344149459193707,True,2026-06-15,2313519359.903384,,,,沿用上一版：当前数据待补齐,1.2318840579710149,4.0,True,2026-06-05,,未知,所属行业批量超时,15.0,15.01
603100,川仪股份,18.0,-1.478,-0.27,5566058.0,100856325.0,,,,,18.52,17.85,18.26,18.27,9237117167.821796,,,,,,18.0,21.73858333333333,-17.19791614755638,True,2026-06-15,14.400000000000002,,40.84025403028823,35.36883243771373,False,2026-06-15,9237117167.821796,,,,沿用上一版：当前数据待补齐,1.924752475247524,4.361111111111111,True,2026-05-25,,未知,所属行业批量超时,18.0,18.01
603113,XD金能科,4.84,0.207,0.01,7226566.0,35088691.0,,,,,4.93,4.81,4.88,4.83,4106694581.740932,,,,,,4.84,6.537166666666667,-25.9618081227851,True,2026-06-15,186.3381245747114,,92.97834991222938,5.5202735710796285,True,2026-06-15,4106694581.740932,,,,沿用上一版：当前数据待补齐,0.56006908462867,8.326446280991734,True,2026-06-15,,未知,所属行业批量超时,4.84,4.85
603170,宝立食品,12.23,0.493,0.06,3259600.0,39934533.0,,,,,12.39,12.12,12.25,12.17,4892122300.0,,,,,,12.23,13.607833333333334,-10.125295479319508,True,2026-06-15,18.126441064638765,,8.050847457627118,0.9533898305084746,True,2026-06-15,4892122300.0,,,,沿用上一版：当前数据待补齐,3.162129277566542,3.597710547833197,True,2026-06-02,,未知,所属行业批量超时,12.23,12.24
603187,海容冷链,12.54,1.292,0.16,3918712.0,48983656.0,,,,,12.61,12.41,12.52,12.38,4845657981.645161,,,,,,12.54,14.941666666666666,-16.07361963190185,True,2026-06-15,12.455725806451603,,6.421514818880351,14.1602634467618,True,2026-06-15,4845657981.645161,,,,沿用上一版：当前数据待补齐,1.129274193548387,8.373205741626794,True,2026-06-11,,未知,所属行业批量超时,12.54,12.55
603202,天有为,64.56,0.093,0.06,676000.0,43624894.0,,,,,65.35,63.9,64.49,64.5,10329600000.0,,,,,,64.56,88.52508333333334,-27.07151739478736,True,2026-06-05,12.772516015575937,,1.1152416356877324,1.1152416356877324,True,2026-06-05,10329600000.0,,,,沿用上一版：当前数据待补齐,1.5002637859565373,5.405824039653036,True,2025-10-16,,未知,所属行业批量超时,64.56,64.57
603207,小方制药,22.77,1.245,0.28,862900.0,19600724.0,,,,,22.97,22.45,22.52,22.49,3661871400.0000014,,,,,,22.77,27.953416666666666,-18.54305228043084,True,2026-06-05,17.98351351351352,,2.823529411764706,1.8823529411764703,True,2026-06-05,3661871400.0000014,,,,沿用上一版：当前数据待补齐,3.1795945945945947,9.661835748792273,True,2025-10-20,,未知,所属行业批量超时,22.71,22.77
603218,日月股份,11.14,-0.447,-0.05,7946779.0,88877535.0,,,,,11.34,11.03,11.1,11.19,11478001525.43962,,,,,,11.14,13.571416666666668,-17.915717469927607,True,2026-06-05,22.183283346487794,,17.59213759213759,4.0294840294840295,True,2026-06-05,11478001525.43962,,,,沿用上一版：当前数据待补齐,1.0990528808208373,3.141831238779174,True,2025-07-16,,未知,所属行业批量超时,11.13,11.14
603230,内蒙新华,9.9,2.062,0.2,1817700.0,17883640.0,,,,,9.97,9.69,9.7,9.7,3499877700.0000043,,,,,,9.9,11.856916666666669,-16.50443130943261,True,2026-06-05,42.450548446069455,,98.23091247672254,0.5586592178770949,True,2026-06-05,3499877700.0000043,,,,沿用上一版：当前数据待补齐,1.239762340036564,4.848484848484848,True,2025-06-19,,未知,所属行业批量超时,9.89,9.9
603277,XD银都股,11.44,2.326,0.26,1325855.0,15031064.0,,,,,11.5,11.15,11.29,11.18,7020720049.114753,,,,,,11.44,15.14575,-24.467259792351005,True,2026-06-05,21.379672131147544,,70.5046545810877,25.477707006369428,True,2026-06-05,7020720049.114753,,,,沿用上一版：当前数据待补齐,2.4636065573770507,10.48951048951049,True,2026-06-05,,未知,所属行业批量超时,11.43,11.44
603279,景津装备,14.02,0.286,0.04,8700337.0,122315661.0,,,,,14.32,13.8,14.01,13.98,8080749460.000001,,,,,,14.02,17.34625,-19.175614325862945,True,2026-06-05,16.931619348054685,,39.201451905626136,0.1209921355111917,True,2026-06-05,8080749460.000001,,,,沿用上一版：当前数据待补齐,1.7396004206098858,5.706134094151213,True,2026-06-01,,未知,所属行业批量超时,14.02,14.03
603309,维力医疗,11.57,0.696,0.08,3863936.0,44763344.0,,,,,11.65,11.51,11.54,11.49,3376952306.585917,,,,,,11.57,14.086583333333332,-17.865108051988,True,2026-06-05,43.65638028169016,,86.4039408866995,8.916256157635468,True,2026-06-05,3376952306.585917,,,,沿用上一版：当前数据待补齐,1.849570422535212,4.32152117545376,True,2026-05-28,,未知,所属行业批量超时,11.56,11.57
603321,梅轮电梯,6.59,2.488,0.16,4546400.0,29693021.0,,,,,6.68,6.35,6.42,6.43,2299181600.778645,,,,,,6.59,7.665416666666666,-14.029461325216063,True,2026-06-05,66.54355468750002,,89.97050147492625,2.409046214355949,True,2026-06-05,2299181600.778645,,,,沿用上一版：当前数据待补齐,1.5874348958333326,3.0349013657056148,True,2025-06-23,,未知,所属行业批量超时,6.59,6.6
603326,我乐家居,7.3,1.955,0.14,2670600.0,19377832.0,,,,,7.37,7.1,7.17,7.16,2329991588.829041,,,,,,7.3,9.00325,-18.918168439174742,True,2026-06-05,16.2668618266979,,30.17193566278425,10.87702106810387,True,2026-06-05,2329991588.829041,,,,沿用上一版：当前数据待补齐,1.9574941451990613,9.58904109589041,True,2026-05-22,,未知,所属行业批量超时,7.29,7.3
603357,设计总院,6.91,0.729,0.05,2545520.0,17581286.0,,,,,6.97,6.84,6.86,6.86,3873593351.153439,,,,,,6.91,8.004333333333333,-13.67176112938825,True,2026-06-05,12.90597883597884,,64.42590775269872,0.2453385672227674,True,2026-06-05,3873593351.153439,,,,沿用上一版：当前数据待补齐,0.968862433862434,5.065123010130246,True,2025-10-27,,未知,所属行业批量超时,6.91,6.92
603367,辰欣药业,13.46,1.127,0.15,3952900.0,53324090.0,,,,,13.6,13.37,13.41,13.31,6094070575.970649,,,,,,13.46,16.713583333333336,-19.46670123602061,True,2026-06-05,14.92024250159541,,51.78833904948554,0.7839294463498285,True,2026-06-05,6094070575.970649,,,,沿用上一版：当前数据待补齐,0.9620421186981496,4.219910846953937,True,2026-06-03,,未知,所属行业批量超时,13.46,13.47
603369,今世缘,25.93,-3.102,-0.83,17789323.0,468210042.0,,,,,27.49,25.85,27.01,26.76,32329524959.58514,,,,,,25.93,30.75658333333333,-15.69284624700944,True,2026-06-05,13.790003554923574,,3.625673689367957,0.2449779519843214,True,2026-06-05,32329524959.58514,,,,沿用上一版：当前数据待补齐,1.7974937788837544,9.255688391824142,True,2026-06-04,,未知,所属行业批量超时,25.93,25.94
603381,永臻股份,18.45,-0.054,-0.01,4319638.0,79275313.0,,,,,18.71,17.92,18.36,18.46,4377379215.049404,,,,,,18.45,23.07625,-20.04766805698499,True,2026-06-05,47.633391498533065,,72.54464285714286,5.470459518599562,True,2026-06-05,4377379215.049404,,,,沿用上一版：当前数据待补齐,1.3064635652531904,3.0352303523035227,True,2025-06-20,,未知,所属行业批量超时,18.44,18.45
603408,建霖家居,10.17,0.693,0.07,2270600.0,23065711.0,,,,,10.26,10.06,10.1,10.1,4551817410.0,,,,,,10.17,12.462666666666667,-18.396276880282446,True,2026-06-05,11.058060453400495,,16.348195329087048,0.1415428167020523,True,2026-06-05,4551817410.0,,,,沿用上一版：当前数据待补齐,1.29793450881612,11.2094395280236,True,2026-06-03,,未知,所属行业批量超时,10.15,10.17
603444,吉比特,334.97,2.032,6.67,1640260.0,553538496.0,,,,,345.0,328.3,329.78,328.3,24131607601.961582,,,,,,334.97,407.17983333333336,-17.73413794641925,True,2026-06-05,11.900393959950756,,4.909180166912126,25.96956308296515,True,2026-06-05,24131607601.961582,,,,沿用上一版：当前数据待补齐,4.014489334438833,5.851270263008628,True,2026-05-21,,未知,所属行业批量超时,334.97,334.98
603456,九洲药业,12.35,0.081,0.01,8983667.0,111508414.0,,,,,12.55,12.32,12.45,12.34,10984658445.511324,,,,,,12.35,16.68,-25.95923261390888,True,2026-06-05,16.85157048940832,,9.897109260166586,0.0979911807937285,True,2026-06-05,10984658445.511324,,,,沿用上一版：当前数据待补齐,1.235902118334551,4.048582995951417,True,2025-09-08,,未知,所属行业批量超时,12.35,12.36
603508,思维列控,22.31,1.133,0.25,2763857.0,61589379.0,,,,,22.52,22.0,22.24,22.06,8506231350.575891,,,,,,22.31,25.7555,-13.377725146085297,True,2026-06-05,14.419570621468916,,15.590809628008753,57.332677165354326,True,2026-06-05,8506231350.575891,,,,沿用上一版：当前数据待补齐,2.041932203389832,17.090004482294937,True,2026-05-21,,未知,所属行业批量超时,22.31,22.32
603511,XD爱慕股,13.05,1.241,0.16,1552300.0,20181151.0,,,,,13.16,12.83,12.88,12.89,5272860486.635802,,,,,,13.05,14.97725,-12.86784957185063,True,2026-06-05,32.90246913580248,,74.00332225913621,13.372093023255813,True,2026-06-05,5272860486.635802,,,,沿用上一版：当前数据待补齐,1.1814814814814816,5.900383141762452,True,2026-06-05,,未知,所属行业批量超时,13.02,13.05
603529,爱玛科技,21.56,4.004,0.83,9546789.0,204723369.0,,,,,22.02,20.74,20.74,20.73,18711772692.197014,,,,,,21.56,28.004,-23.010998428795894,True,2026-06-05,11.504822269807278,,12.614107883817429,0.9128630705394192,True,2026-06-05,18711772692.197014,,,,沿用上一版：当前数据待补齐,1.892847965738756,8.181818181818182,True,2026-05-28,,未知,所属行业批量超时,21.5,21.56
603566,普莱柯,10.43,0.773,0.08,2033005.0,21178849.0,,,,,10.51,10.29,10.34,10.35,3609429507.059885,,,,,,10.43,12.732833333333334,-18.08578870898072,True,2026-06-05,20.88676646706589,,1.9598236158745712,0.0979911807937285,True,2026-06-05,3609429507.059885,,,,沿用上一版：当前数据待补齐,1.3650898203592814,5.752636625119846,True,2025-10-17,,未知,所属行业批量超时,10.43,10.44
603568,伟明环保,14.99,3.665,0.53,15039276.0,222270695.0,,,,,15.3,14.18,14.45,14.46,25634819604.74811,,,,,,14.99,24.07883333333333,-37.746153260470805,True,2026-06-05,13.236000939849628,,9.015188633023028,0.1959823615874571,True,2026-06-05,25634819604.74811,,,,沿用上一版：当前数据待补齐,1.6765131578947357,7.204803202134757,True,2026-05-26,,未知,所属行业批量超时,14.99,15.0
603569,长久物流,6.0,2.389,0.14,5297883.0,31597900.0,,,,,6.06,5.85,5.88,5.86,3621043506.25,,,,,,6.0,7.146083333333333,-16.037922871503042,True,2026-06-05,54.13943884785821,,46.45669291338583,1.2738853503184715,True,2026-06-05,3621043506.25,,,,沿用上一版：当前数据待补齐,1.3660714285714282,6.0,True,2025-10-22,,未知,所属行业批量超时,5.99,6.0
603589,口子窖,20.3,-0.83,-0.17,7031188.0,144658013.0,,,,,21.1,20.28,20.68,20.47,12141825281.877125,,,,,,20.3,26.761916666666668,-24.14594121621833,True,2026-06-05,31.01292662116042,,96.37432631063204,0.0489955903968642,True,2026-06-05,12141825281.877125,,,,沿用上一版：当前数据待补齐,1.134513651877133,6.403940886699508,True,2025-07-07,,未知,所属行业批量超时,20.3,20.31
603611,诺力股份,18.41,2.62,0.47,3596189.0,66291940.0,,,,,18.74,17.94,17.95,17.94,4742430561.970605,,,,,,18.41,21.3315,-13.695708224925584,True,2026-06-05,12.43844544095665,,26.555609995100443,3.2337089661930425,True,2026-06-05,4742430561.970605,,,,沿用上一版：当前数据待补齐,1.4676631788739414,4.524714828897338,True,2026-05-08,,未知,所属行业批量超时,18.41,18.43
603639,海利尔,11.04,-0.898,-0.1,2099905.0,23246012.0,,,,,11.18,10.98,11.16,11.14,3860116525.653504,,,,,,11.04,13.166583333333332,-16.15136804663321,True,2026-05-29,25.3359548751007,,93.713163064833,2.013752455795678,True,2026-05-29,3860116525.653504,,,,沿用上一版：当前数据待补齐,1.1031103948428689,4.528985507246378,True,2025-07-18,,未知,所属行业批量超时,11.03,11.04
603676,卫信康,9.23,0.108,0.01,1744100.0,16079056.0,,,,,9.31,9.11,9.2,9.22,4016540645.0000014,,,,,,9.23,10.746333333333332,-14.110239151338432,True,2026-05-29,18.539039010466222,,14.320866141732283,5.31496062992126,True,2026-05-29,4016540645.0000014,,,,沿用上一版：当前数据待补齐,2.599505233111323,3.542795232936078,True,2025-11-26,,未知,所属行业批量超时,9.23,9.25
603801,志邦家居,7.45,-0.799,-0.06,2885300.0,21714125.0,,,,,7.68,7.41,7.56,7.51,3235917907.4767456,,,,,,7.45,9.146916666666666,-18.551788854167604,True,2026-05-29,47.38546511627909,,98.96653543307087,0.0492125984251968,True,2026-05-29,3235917907.4767456,,,,沿用上一版：当前数据待补齐,1.0308720930232564,8.053691275167784,True,2025-06-18,,未知,所属行业批量超时,7.44,7.45
603833,欧派家居,39.18,3.733,1.41,4545169.0,176688933.0,,,,,39.38,37.83,37.83,37.77,23866609329.01845,,,,,,39.18,52.34666666666667,-25.1528273051452,True,2026-05-29,12.9464347826087,,10.368550368550368,0.2457002457002457,True,2026-05-29,23866609329.01845,,,,沿用上一版：当前数据待补齐,1.2879957582184514,9.494640122511486,True,2026-01-09,,未知,所属行业批量超时,39.18,39.19
603899,晨光股份,23.05,3.271,0.73,8458705.0,194938710.0,,,,,23.36,22.39,22.55,22.32,21228367189.506256,,,,,,23.05,26.23025,-12.124360232937171,True,2026-05-29,15.970556227327693,,1.6224188790560472,0.4916420845624385,True,2026-05-29,21228367189.506256,,,,沿用上一版：当前数据待补齐,2.2018742442563486,4.338394793926248,True,2026-05-20,,未知,所属行业批量超时,23.05,23.06
603983,丸美生物,23.68,4.409,1.0,3791200.0,89049351.0,,,,,24.15,22.48,22.7,22.68,9495680000.0,,,,,,23.68,29.367,-19.36527394694726,True,2026-05-29,44.53170960187353,,39.64996982498491,2.715751357875679,True,2026-05-29,9495680000.0,,,,沿用上一版：当前数据待补齐,2.763590944574553,3.16722972972973,True,2025-11-14,,未知,所属行业批量超时,23.67,23.68
603998,XD方盛制,9.9,1.331,0.13,4903000.0,48613723.0,,,,,10.0,9.8,9.85,9.77,4346905464.0,,,,,,9.9,11.331583333333333,-12.633568418652874,True,2026-05-29,14.185479452054794,,4.334975369458128,33.34975369458128,True,2026-05-29,4346905464.0,,,,沿用上一版：当前数据待补齐,2.504383561643836,6.565656565656567,True,2026-05-29,,未知,所属行业批量超时,9.9,9.91
605001,威奥股份,6.39,-2.294,-0.15,6211919.0,40199397.0,,,,,6.61,6.35,6.52,6.54,2510541540.0000005,,,,,,6.39,7.602749999999999,-15.951464930452795,True,2026-05-29,30.751875,,56.46817248459959,14.610613370089592,True,2026-05-29,2510541540.0000005,,,,沿用上一版：当前数据待补齐,0.9177127659574472,3.129890453834116,True,2025-09-26,,未知,所属行业批量超时,6.37,6.39
605009,豪悦护理,25.25,0.96,0.24,2066333.0,51508896.0,,,,,25.26,24.61,24.99,25.01,5429708489.653396,,,,,,25.25,29.91133333333333,-15.58383667283304,True,2026-05-29,24.149536719286207,,79.5355587808418,1.161103047895501,True,2026-05-29,5429708489.653396,,,,沿用上一版：当前数据待补齐,1.55971173644475,3.3663366336633667,True,2025-06-12,,未知,所属行业批量超时,25.25,25.26
605028,世茂能源,23.1,-0.858,-0.2,1233600.0,28718958.0,,,,,23.59,22.96,23.3,23.3,3696000000.0,,,,,,23.1,27.392666666666667,-15.670860814329869,True,2026-05-29,26.03801020408164,,88.20033955857386,60.78098471986417,False,2026-05-29,3696000000.0,,,,沿用上一版：当前数据待补齐,2.685459183673472,3.896103896103896,True,2026-04-24,,未知,所属行业批量超时,23.1,23.16
605050,福然德,10.82,-1.277,-0.14,2380300.0,25905147.0,,,,,11.08,10.78,11.08,10.96,5332411738.226031,,,,,,10.82,13.006666666666668,-16.81189133777551,True,2026-05-29,14.36201091192517,,25.38405267008047,13.97220190197513,True,2026-05-29,5332411738.226031,,,,沿用上一版：当前数据待补齐,1.197537022603273,3.234750462107209,True,2026-02-05,,未知,所属行业批量超时,10.82,10.83
605090,九丰能源,36.33,-3.532,-1.33,12560000.0,459651623.0,,,,,37.58,36.06,37.5,37.66,25645938016.137737,,,,,,36.33,42.37308333333333,-14.261608686331927,True,2026-05-29,18.211178645712963,,78.43463780183181,55.28726061615321,False,2026-05-29,25645938016.137737,,,,沿用上一版：当前数据待补齐,2.182990524612896,3.3875034406826314,True,2025-09-10,,未知,所属行业批量超时,36.33,36.34
